TX,RY,Intensity,sigma_x,sigma_y,astigmatism
-3.7,-0.0275,22849.00000000002,0.0207351617743796,0.0272940983490337,-589.9402185116471
-3.7,-0.025,22853.000000000007,0.0207858956777056,0.0275257328006231,-604.3290043290044
-3.7,-0.0225,22862.00000000002,0.0208235487328456,0.0277569611434641,-604.3290043290044
-3.7,-0.02,22872.00000000001,0.0208706784554203,0.0279976914223479,-611.523397237683
-3.7,-0.0175,22860.00000000002,0.0209104654862318,0.0282356743823294,-618.7177901463616
-3.7,-0.015,22852.00000000001,0.0209625061059662,0.0284692096940226,-625.9121830550403
-3.7,-0.0124999999999999,22861.00000000002,0.0210089385790038,0.0287096863833537,-647.4953617810761
-3.7,-0.01,22878.00000000001,0.021059435045179,0.0289504346117658,-654.1743970315399
-3.7,-0.0075,22885.00000000002,0.021108323270499,0.0291919533408151,-665.5741084312513
-3.7,-0.005,22891.00000000001,0.0211622241077303,0.029428673070501,-673.5930735930735
-3.7,-0.0025,22887.00000000002,0.0212116476957698,0.0296700108903256,-673.5930735930735
-3.7,0.0,22899.00000000001,0.0212660523271217,0.029908554194197,-697.6499690785404
-3.7,0.0025,22904.00000000002,0.0213199407409751,0.0301528686623701,-697.6499690785404
-3.7,0.0049999999999999,22909.00000000001,0.0213720641857612,0.0303948754365171,-705.6689342403628
-3.7,0.0074999999999999,22908.00000000002,0.0214269315594465,0.0306328897201925,-713.687899402185
-3.7,0.0099999999999999,22924.00000000001,0.0214861369339072,0.0308747651075985,-729.7258297258297
-3.7,0.0124999999999999,22926.00000000002,0.0215421130783059,0.031121137197785,-725.0876108018963
-3.7,0.015,22941.00000000001,0.0215981091017222,0.0313600703943205,-734.0136054421766
-3.7,0.0175,22958.00000000002,0.0216588622958821,0.0316073098487559,-742.8571428571427
-3.7,0.0199999999999999,22974.00000000001,0.0217222977602898,0.0318546285322295,-751.7006802721087
-3.7,0.0224999999999999,22986.00000000002,0.0217836025038433,0.0320946841861975,-760.5442176870747
-3.7,0.0249999999999999,22981.00000000001,0.0218410086790907,0.0323384853486556,-769.3877551020407
-3.7,0.0274999999999999,22986.00000000002,0.0219036688563494,0.0325740002167913,-778.2312925170066
-3.7,0.03,22996.00000000001,0.0219669269493478,0.032818901890451,-778.2312925170066
-3.7,0.0325,22999.00000000001,0.0220264902990819,0.0330685644309401,-795.9183673469386
-3.7,0.035,22994.000000000007,0.0220931742296045,0.0333151086391937,-795.9183673469386
-3.7,0.0375,22993.00000000001,0.0221613631732657,0.0335580860446584,-814.5124716553288
-3.7,0.04,23011.00000000002,0.0222257853681209,0.0338043317254912,-821.7893217893218
-3.7,0.0425,23018.00000000001,0.0222991979234898,0.0340419622469933,-831.4574314574314
